time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
4.000 2200 0.360 0.324 2200 0.306 0.260 2200 0.365 0.330 2200 0.556 0.443 2200 1.588 0.556 1.358 0.556
4.025 2200 0.366 0.328 2200 0.313 0.265 2200 0.367 0.332 2200 0.551 0.439 2200 1.597 0.551 1.363 0.551
4.050 2200 0.369 0.329 2200 0.322 0.271 2200 0.380 0.340 2200 0.564 0.448 2200 1.634 0.564 1.389 0.564
4.075 2200 0.377 0.335 2200 0.330 0.277 2200 0.382 0.342 2200 0.567 0.450 2200 1.656 0.567 1.403 0.567
4.100 2200 0.385 0.341 2200 0.335 0.280 2200 0.394 0.350 2200 0.571 0.452 2200 1.685 0.571 1.423 0.571
4.125 2200 0.398 0.350 2200 0.347 0.289 2200 0.390 0.347 2200 0.579 0.458 2200 1.714 0.579 1.444 0.579
4.150 2200 0.402 0.352 2200 0.347 0.288 2200 0.399 0.353 2200 0.583 0.461 2200 1.731 0.583 1.455 0.583
4.175 2200 0.402 0.352 2200 0.357 0.295 2200 0.411 0.362 2200 0.583 0.461 2200 1.754 0.583 1.470 0.583
4.200 2200 0.411 0.359 2200 0.366 0.301 2200 0.424 0.371 2200 0.596 0.470 2200 1.797 0.596 1.501 0.596
4.225 2200 0.424 0.368 2200 0.375 0.307 2200 0.432 0.376 2200 0.604 0.476 2200 1.835 0.604 1.527 0.604
4.250 1900 0.432 0.373 1900 0.379 0.310 1900 0.444 0.385 1900 0.617 0.485 1900 1.872 0.617 1.553 0.617
4.275 1900 0.441 0.378 1900 0.391 0.319 1900 0.457 0.394 1900 0.629 0.494 1900 1.918 0.629 1.585 0.629
4.300 1900 0.453 0.387 1900 0.404 0.328 1900 0.469 0.403 1900 0.642 0.503 1900 1.968 0.642 1.620 0.642
4.325 1900 0.457 0.389 1900 0.416 0.337 1900 0.482 0.412 1900 0.650 0.508 1900 2.006 0.650 1.646 0.650
4.350 1900 0.467 0.395 1900 0.423 0.341 1900 0.486 0.414 1900 0.663 0.517 1900 2.038 0.663 1.667 0.663
4.375 1900 0.475 0.401 1900 0.423 0.341 1900 0.499 0.423 1900 0.667 0.520 1900 2.063 0.667 1.685 0.667
4.400 1900 0.467 0.393 1900 0.431 0.347 1900 0.503 0.426 1900 0.679 0.529 1900 2.080 0.679 1.695 0.679
4.425 1900 0.458 0.385 1900 0.435 0.350 1900 0.515 0.435 1900 0.688 0.535 1900 2.096 0.688 1.704 0.688
4.450 1900 0.462 0.388 1900 0.435 0.350 1900 0.520 0.438 1900 0.696 0.541 1900 2.113 0.696 1.716 0.696
4.475 1900 0.471 0.394 1900 0.439 0.352 1900 0.528 0.444 1900 0.700 0.544 1900 2.138 0.700 1.734 0.700
4.500 1700 0.468 0.390 1700 0.442 0.355 1700 0.537 0.450 1700 0.709 0.551 1700 2.157 0.709 1.745 0.709
4.525 1700 0.468 0.390 1700 0.442 0.355 1700 0.550 0.459 1700 0.709 0.549 1700 2.169 0.709 1.753 0.709
4.550 1700 0.480 0.399 1700 0.447 0.358 1700 0.550 0.459 1700 0.722 0.558 1700 2.199 0.722 1.773 0.722
4.575 1700 0.480 0.399 1700 0.451 0.361 1700 0.550 0.459 1700 0.734 0.567 1700 2.215 0.734 1.785 0.734
4.600 1700 0.484 0.401 1700 0.455 0.364 1700 0.558 0.465 1700 0.743 0.573 1700 2.240 0.743 1.803 0.743
4.625 1700 0.489 0.404 1700 0.455 0.364 1700 0.571 0.474 1700 0.751 0.579 1700 2.265 0.751 1.821 0.751
4.650 1700 0.492 0.406 1700 0.461 0.368 1700 0.568 0.471 1700 0.757 0.583 1700 2.278 0.757 1.828 0.757
4.675 1700 0.496 0.409 1700 0.466 0.371 1700 0.568 0.471 1700 0.761 0.586 1700 2.291 0.761 1.836 0.761
4.700 1700 0.504 0.415 1700 0.471 0.374 1700 0.572 0.474 1700 0.766 0.589 1700 2.312 0.766 1.851 0.766
4.725 1700 0.512 0.420 1700 0.471 0.374 1700 0.572 0.474 1700 0.770 0.592 1700 2.325 0.770 1.860 0.770
4.750 1500 0.508 0.416 1500 0.468 0.371 1500 0.580 0.479 1500 0.774 0.595 1500 2.331 0.774 1.862 0.774
4.775 1500 0.496 0.402 1500 0.475 0.376 1500 0.574 0.472 1500 0.774 0.592 1500 2.318 0.774 1.842 0.774
4.800 1500 0.487 0.388 1500 0.471 0.371 1500 0.574 0.469 1500 0.770 0.588 1500 2.302 0.770 1.816 0.770
4.825 1500 0.487 0.384 1500 0.471 0.371 1500 0.570 0.461 1500 0.776 0.592 1500 2.304 0.776 1.808 0.776
4.850 1500 0.496 0.390 1500 0.466 0.366 1500 0.557 0.445 1500 0.778 0.592 1500 2.297 0.778 1.793 0.778
4.875 1500 0.504 0.394 1500 0.458 0.355 1500 0.549 0.430 1500 0.774 0.585 1500 2.285 0.774 1.765 0.774
4.900 1500 0.496 0.383 1500 0.458 0.350 1500 0.540 0.416 1500 0.761 0.571 1500 2.256 0.761 1.720 0.761
4.925 1500 0.496 0.376 1500 0.458 0.345 1500 0.540 0.409 1500 0.761 0.565 1500 2.256 0.761 1.695 0.761
